Identifier,Comments,SubTask1,SubTask2
1245,Kitta bhi chillalo mera ghar wale koto kuch nhi badal nhi sakte 😒😒😩😩,Neutral,None
11948,Maharashtra is great . Maharashtra says itself maha rastra......,Optimistic,None
6309,समय बदलेगा और ऐसा बदलेगा हर मां और हर बहन सुरक्षित होगी और इस केजरीवाल के मुंह पर तो काली पोत दी जाएगी,Neutral,None
10721,उस बंदे को चुप चाप निकल जाना चाहिए था। फालतू मे यूके गया।,Neutral,None
8191,Delhi k rapiest logo ka kya behan nhi h kya ..,Neutral,None
1286,Abe ullu tujhe equality of opportunity aur equality of outcome me difference nahi pata... Teri Leftists wali soch h jo ki unscientific h.,Pessimistic,Offensive
12335,Agar apna Patna acha h to acha btao darwana kyu bna rhe ho tum bhosrike ke news wale,Pessimistic,Offensive
9361,Delhi se bihariyo ko bhaga dena chahye dimag se bimar hote h bihari or up wale chutiye,Pessimistic,Criticism
2788,Aj tak mai andhere mai reh raha tha😭😭😭,Neutral,None
8599,Din mea bi yaa haal hai.police. Paise lekar mast rahti.janta har paal crime ke booj se dabi rahti hai,Pessimistic,Criticism
5270,"Mera Bharat Mahaan, Proud to be Indian.",Neutral,None
299,Haa mujhe paata hai khi woh ham se zyada mehnat kartha hai isliye tho wkh influencer hai. Toh ache se baat karna chahiye woh humble bhi hai pur dushre gender par boht bad way meh baat karna achi baat nahi hai,Neutral,None
1398,"""Bhari bus me ladki ka kandha touch ho jane pe jise maja aa jaye wo insaan hai kya""",Neutral,None
6401,Shame on the people jo sirf dekh raheye,Neutral,None
8620,Dial 100 kro tb aayegi police,Neutral,None
11823,Ise toh chedkhani nahi kahi jaati...they were just asking if she wants any help...even waha koi bhi rehta toh puch hi leta help ke liye..,Neutral,None
5099,Bhai kuch bhi mat bolo kya ladkiya anime nahi dekh sakti ye stereotype mat socho,Neutral,None
1712,abe islam women ke liye hell ha,Pessimistic,Offensive
10082,Itna desperate hona bhi thik nahi h,Neutral,None
3868,"Yes di ,shadi kaise hogi very bad tag🙄",Neutral,None
8490,Andheri raat main nikalna mauka dena ... Issliye na niklo na mauka do ......safety tumahre haat main hai .this is your reality .,Neutral,None
406,"वैसे सभी धर्मों में दुष्कर्म हुए है। पर मैं हिन्दू हु,इसलिये हिन्दुओ पर कहुगा।कुछ लोग हिन्दू धर्म की चीज़ों के सही समझ नही पाते,उसके सही नियम और पालन कप नही समझते।स्त्रियों को इसलिये पूजा जाता है,क्योंकि उन्हें भी समाज में उतना ही सम्मान मिले।हिन्दू धर्म ने स्त्रियों को सम्मान दिया,लेकिन धर्म को सही न समझ पाने और अंग्रेज़ो और बुरी कुरूतियो जैसे जातिवाद इन चीज़ों का कारण है।इसे दूर करना ही चाहिये।",Optimistic,Suggestion
7066,kyu ladkiya khi b nhi ja skti rat me... sirf ladke hi bahar nikl skte hai ???,Neutral,None
6415,"Dirty india😂😂 lanat tum sab logo pr, Pakistan lakho guna acha hai, koi himmat he nhi krta kisi larki ko touch kare, lekin rapst country india thoo",Optimistic,Appreciation
9140,Abe rapist tho har desh me hote hen isme kya Naya hai,Neutral,None
10380,Aaj ke zamane main toh Girls Aajka ke Boys ka Rape kar rahi hai,Pessimistic,Criticism
7420,संस्कार ही अपराध रोक सकते हैं सरकार नहीं 😔😔,Neutral,None
4577,ladkiya ladko se kam nhi hoti💪💪💪💪,Optimistic,None
1337,"Ladki ko mata, pita kahate h ki tera ghar ye ni h, wahi sasural wale bhi yahi khahate h, isme ladki akeli mata, pita ke support ke kaise, uske life k problem solve honge, saath m samaaj bhi kamjori ko hi dabata h",Neutral,None
5302,Paida hone se pahle maa ke womb me jaan ka khatra.... Paida hone ke baad har lamha izzat ko bachane ka khatra,Neutral,None
10968,America ki news tumhe pata hai or india me jo roz rape ho rahe hai iski news kya America dikhayega😠😠,Pessimistic,Criticism
8225,ekh Vlog Dekh adbudh vichar bhai ke ! Reporters ka social experiment barbaad hua🙏🙂,Pessimistic,Criticism
4247,Aap ki aawaj bhaut payari h such me,Neutral,None
7348,Toh rat ke 13 bje koi ldki bhr rahegi hi ku,Neutral,None
5185,shi kha didi sach me change chahte ho to government ko change kro yha enhe sudharo warna esa hi hal rahega india ka,Neutral,None
5716,"cultral improvement, ek ghar samaj me unki bhagidari honi chahiye... sirf dikhawe wali nhi, womans ko apne haq ki baat khud karni hogi via social media or others.... hamesha ho raha ye hota h ki baat aurton ki haq ki hoti h aur laws bana rahe hote h intellectual mard. laws toh bhut salo se h but wo ek daayra h bas. koi bhi sarkar aapke ghar ki aurton aur Larkiyon ko kabil nhi banati, ghar ke mahol ko badalna hoga then society par iska asar hoga aur dhere dhere desh par. ye mental improvement hai jo dhere dhere Mens based society ko truth based society banayega.",Optimistic,Suggestion
3651,"ishal Zindagi utni bhi easy nahi hoti unke liye bhai! Unhe log jitna khoobsurat bolte hain utne hi kayi log honge jo badsurat bhi bolenge, jaisa ki Laxmi maam ne upar ke vid mein mention bhi kara hai. Jo log unhe beautiful bulate hain, woh unki bahri sundarta hi nahi unki inner beauty ki tareef karte hain. Koi jab apne aap ko accept karta hai toh na keval apne balki har achhe insaan ki nazar mein khoobsurat ban jaata hai. Khoobsurat matlab 'appealing'. Isiliye unhe beautiful bulaya jaa raha hai......isiiye unhe praise kiya jaa raha hai, unhone aawaz uthayi, chhup kar ghar mein nahi baithi.",Neutral,None
372,Indians girls NE mera gang raped Kiya pehle to mjhe acha nae lga per ab maja ane LG gaya hai #SayToRape 😂,Neutral,None
3458,Kisi ki surat nhi uski sirat uski khubsurati dekhti hh,Neutral,None
4794,"पहले भी लिख चुका हूं. धृव जी, I cannot admire you and your work more . 1.संवेदनशील, 2.सजग, 3.समझदार, 4.तथ्योंपर आधारित 5.गहरा, 6.गंभीर, 7.सहज, 8.सरल. 9.आपका लुभावना व्यक्तित्व 10.और दर्शक के साथ संवाद करने की पद्धति. 11.भावनात्मकता और भडकाऊपन से मुक्त, 12.और सही तर्क पर आधारित बातचीत. ये सब हरेक अनोखे गुण और बलस्थान है आपके काम में. इतने गुणों का अनोखा संगम है . और भी काफी लिखना है, पर और कभी. ---- अशोक बंग, वर्धा. महाराष्ट्र.",Neutral,None
8329,इसके जिम्मेदार खुद लड़कियां है लड़कियां ही लड़कों को बढ़ावा देती है इस बात से आप भी अच्छे से वाकिफ हो,Neutral,None
1960,Aap ki thinking bahut achhi h aap jaise insaan ho to ladki bhi aage ja sakti h,Optimistic,None
4521,Story better hai lekin actor or unki acting dono ghatiya hain,Neutral,None
2036,Jo jo dislike Diya hai woh log sayad mother chud hai,Pessimistic,Offensive
8369,Rape rape it’s just one of indian things. Now Indian media mat kehna iss ke piche bhi isi ka haath hain,Pessimistic,Criticism
11539,Nirbhaya case se v danger case tha unka,Neutral,None
12249,अच्छा ही तो है । मदद कि बात ही तो करी,Optimistic,None
10117,ye sub ka Karn pahnawa hai,Pessimistic,Criticism
6299,Man sach hai ladki kee majburi sab daektay par admi ke nahi jab wo paresan Ho nokri nah ho nah ghar,Neutral,None
10888,Kya ho rha h sb ek dusre ka number de rhe h m raipur se hu yaha blackmailing and other chije ho rhi h but koi mahila thane se help ni mila h,Neutral,None
1018,Galat data h bhai tere paas.,Neutral,None
2798,Bahut se ghar aaise hai ... Jaha pe ladkiyo Ko padhne nhi diya Jata chahe vo kitni bhi talented kyu na ho ... Pata nhi ye sab log 21 century me kya kar rahe hai 🤦,Neutral,None
8355,Sabko maan mariyada or ezat me rehna hogaa tab jaake hamare Maa behan suraxit reh paye ge,Optimistic,None
11974,Ladkio ko adhi rat ko nikal na jaruri he kya,Pessimistic,Criticism
9329,Are bhai kya maharastra me kuch nahi hota kya,Neutral,None
7958,Aise ladke apne ghar wali ladkiyo ko bhi nhi chhodte,Neutral,None
10492,Sobko didi bana liya to shadi kisse karoge?,Neutral,None
3340,Kaha rehta he tu ??? Tera area badal hamare yaha to ye nahi hota.,Neutral,None
3353,Khatra agar ladkon ko ho to Ghar wale ladkon ko bhi bahar nahi nikalne dete hamre government ko yeh trust jeetna hoga public jisse log women ko bahar safe maane Ek ek case 8 year tak chalta District court se High court se supreme court se president plead Itne sal to justice milne me lag jate he,Neutral,None
3997,Ap ke satth nahi hona chahiy tha,Neutral,None
5690,india me sharia law aana chaiye ye sab rukh jaiga,Optimistic,Suggestion
4017,🧐Abey asa hi hora toh ladkiyan kaisey rahey,Pessimistic,Offensive
3464,Mera pura body kaano gya. Bahut rare event hai😔😔😔😔😔😔,Neutral,None
5951,"मेरे तो ससुराल में 80 गुंडे घुस गए थे। मेरी सलियों को रेप की धमकी दे रहे थे लेकिन दरवाज़े के भीतर नही जा पाए यह सब एक लोकल काउंसेलर के इशारे पर हुआ। अब खास बात बताऊँ वो सभी मेरे ही धर्म के थे 80 के 80 और महीना था रमज़ान इसलिए अँधे मत बनिये, हिन्दू मुस्लिम में मत घुसिए",Neutral,None
214,Mughal shashan ke badh se hi ye sb bdha hai,Pessimistic,Criticism
4804,Apna saas bahu ka faltu joke na marke thora seriously soch lo,Neutral,None
9613,वो लडकी को गलत समझ बैठा.लेकिन लडकु भी तो रोड किनारे खडी रहकर किसीका इंतजार करते देख कुछ मनचले चले आऐ.,Neutral,None
5017,Atleast nirbhayas culprit got caught.... Hathras ke time pe toh govt. hi bachane me lag gayi culprits ko.... 8 saal me inna jada vikaas ho gya,Neutral,None
6077,"akshay Viswambharan media attention ki baat nahi hai, statistical analysis se hi experts ye data banate hai. And isme b aapko india is great karna ho, to fir to bhaiyaa.....",Neutral,None
472,Tu andhbhakt h kya gandhi ne jab aisa kiya nhi😂,Pessimistic,Criticism
775,To sahi hai . Abhi konsa society ka system sahi chal raha hai . Kam se pehle kharab conditions se normal to ho jaayengi,Neutral,None
8295,शहर था इस लिए रेप से बच गए गांव में होता तो 💯 रेप हो जाता,Pessimistic,Criticism
7374,AAJ hm yha kuch bhi keh skte h lekin at that time agr hmari Behen uss reporter ki jgh hoti to shayad ham iss bat ko ache se smjh pate,Optimistic,None
10439,Didi bol ke pelne walon ki kami nahi hai... bina didi bole bhi hifazat ki jaa sakti hai,Pessimistic,Offensive
9519,ye log havs ke bhuke hote hai kamine .kisi ki hlp karne ke bjay ...uske sath.........is trha ki logo ki mansikta kaise hogi ye sab achchi trha jaan sakte hai ...in logo ki bhi to bhan betiya hoti hai ...wo bhi to ek din is trha musibat me ho skti hai ..lekin in kotto ko kya fark pdta hai ..in salo ko to apna mja chahiye ...kamine saale ...,Pessimistic,Offensive
11410,Agr ye india me hota to whi daboch le te ko 😡😡,Neutral,None
541,Sahi kaha ghar mein jyada khatra rehta hai...jis ghar ko safe feel karvana chahiye vo nahi deta hai...jail ho jata hai and parents/husband jailer. Jab ghar sudhrega tab samaj sudharega.,Neutral,None
1758,"Aap bure friends k sath mat raho,aise friends k sath mat raho jo aapka mazak udate hein",Neutral,None
9311,I am also a leady and ye bat na ki sirf delly ki he balky every city me ye hota he aap sirf dilli ki jach kar re he but shaher chota ho ya bata har jagah ye hota he ye kal ki bat he pune relwy station par hum tikit nikalne ke liye khade the mere sath or bhi mere frinds the but mere bapp ke age ka admi jisko thodi bhi sharm nahi thi usne ese ese harkate ki ki yaha pe batana bhi mushkil hoga or even ignore karne ke bad bhi follow kiya hume bohot der tak hamare pass scooty thi is vajay se hum vahaa se fast nikay gaye!fir kyu kyu inko hum saja nahi de pa rahe he har bar kya ladki ko hi strog hona padega kya ? And kya karenge strog hoke hum akele or vo 5/6 gunde hum kar kr bhi kya kar sakte he public tamasha dekhti he na koi madat ke liye bhi nahi ata its fact and reality sirf delly ki nahi balki har ek city ki chahe vo mumbai ho ya pune ya kuch bhi .........!,Pessimistic,Criticism
7799,etna rat me rendy ghomtahei delhi me kiu pose posnese kiya bolega ki mere sath rep karne sahta,Neutral,None
5286,चिन्मयानंद और कुलदीप सिंह सेंगर जैसे लोग होंगे तो वह देश महिलाओं के लिए खतरनाक होगा ही। और मुझे हैरानी इस बात की होती है। कि कुछ पढ़े लिखे लोग भी इन बलात्कारियों का समर्थन करते हैं।,Pessimistic,Criticism
38,ya Arya abe gawar nibbi ye durga maa hai mukut se dekha kr andhliberal 😂🙏😉,Pessimistic,Offensive
12069,Or kisi ne galt nhi kha OK,Neutral,None
2064,"कुछ सवाल - * मानवाधिकार और शोषण क्या केवल महिलाओं का होता है समाज में पुरुषों के द्वारा?क्या महिलाएं पुरुषों का शोषण नहीं करती है? *क्यों भारत के हर जिले या हर धर्म में शादी के पश्चात महिला अपने पती को उसके मा बाप और भाई बहन से अलग होने को मजबूर करती है? क्यों विवाह से पूर्व एक पुरुष अपने मा बाप के साथ रह पाता है? एवं शादी के बाद नहीं? *क्या यह मुमकिन है कि अगर लड़की किसी लड़के से बात ना करना चाहे तो क्या लड़के में इतने हिम्मत होगी की वह उस लड़की से बात कर सके? *झूठे मुकदमे जो पुरुषों के ऊपर करे जाते है दहेज को लेकर क्या उनका आंकड़ा कन्ही दर्शाया गया है? *महिलाओं की भारत में स्थिति का आंकड़ा जो आपने दर्शाया है ।क्या उसका स्त्रोत कोई भारत सरकार की वेबसाईट द्वारा प्रेषित किया गया है? * जो युवतियां युवकों के साथ प्रेम संबंध में होने का दावा करती है शुरुवात में, किंतु कुछ समय पश्चात उन्हें छोड़ देती है।। एवं ये युवक आत्महत्या या खुदकुशी कर लेते है।। क्या इसका कोई आंकड़ा उपलाध है??ऐसे युवकों। की मानसिक स्तिथि पर क्या असर पड़ता है इसका आंकड़ा है? अपने बेटे के मृत्यु के पश्चात उसके मा ",Pessimistic,Criticism
2439,"👏👏👏❤️ Sir actually mai defence ki tyari kr rhu hu to morning me akele running ke liye jati hu,to mom bolti h ki jab thora sa din nikal aaye tab jana but jab mai puchti hu ki kyu mom kya ho jayega to yhi bolti h ki tu ladki h baat ko samjh liya kr😞😞 Aur jab college se wapis aati hu tb bhi yhi bolti h ki apni najre jhuka ke aaya kar aur kisi ladke ki trf dekhna bhi mt,,,but bhai ko kabhi kuch nhi bolti😞😞 Kabhi kabhi to sach me lgta h ki glat duniya me aa gye,ye duniya ladkiyo ke layak nhi h🤔😞 Desh ko aajad hue 74 saal ho gye but mahilaye aaj bhi gulam hi h😞🤦🏻‍♀️",Neutral,None
9878,Delhi wale hi hrami h sale rap capital bana diya 100% sahi in say rajsthan had bhot ganda h delhi,Pessimistic,Offensive
10935,Tumne to Hathras ka bhi DNA kara tha,Neutral,None
5201,"Naithani"" pichle 10 saal pehle hota tha""...then i think u r from future🙄",Neutral,None
7565,Kichu nenhi hoga longo ke dimag badalnese ..ek sal me agar 20 long ko econder kare nge police wale to ..all world dekhe ga ki Hindustan me koi to hero he wo police but Kya kare ..hamare Hindustan ki bhen chod longo inke baap ka thika na nenhi .e to hoga hi,Pessimistic,Offensive
1660,avyansh Pahadiya truth hurts go cure your eye hahahahaha,Neutral,None
12595,"Police ka kaam sirf dalaali karna h dabangon ki aur Thelewaale, sabji waale se 40-50 rupaiye ainthne ke rah gaye h.",Pessimistic,Criticism
4099,Di aap bohut hi jada beautiful ho di aap ek princess ho love you di,Neutral,None
3177,Bhai aap side me dekh kar kyu baat karte ho?😂😂,Neutral,None
3899,Mujhe bahat rona aa raha he 😭😭😭but you are great 👍,Neutral,None
3810,Rajasthan mai maam asa hi hota haiii vaha bal vivaah bhi hota hai aj bhi andar koi nahi batata ladkio ko daraya jata hai ....Maam i am advocate by profession i want to do something for the women to change thinking of society and i started working on that,Optimistic,Suggestion
4701,Aap bahut lukcy ho aapke maa paa bhi aapke saath hai kuch logo ke saath koi bhi nahi hai,Neutral,None
8807,Raat Ko 12:3o Kyun niklay ????,Neutral,None
9081,Right Mai bhi gayi hu bahot achha hai Hyderabad waha to din me bhi khade hone se police puchti hai aise kyu khade ho kaha se aye ho,Optimistic,Appreciation
8608,Sarkar kanun banaye haramiyo ka gala kaat Dena chahiye,Pessimistic,Offensive
3257,Jung me Jan kon dega - men Kuye me kudega kon- men Unchhe building me latak latak k kam kon karega- men Roads kon banayega- men Earthquake flood aye to logo ki Jan kon bachayega- men Aag me kudke logoko kon bacheyaga- men Shadi karke aurat ka responsibility kon lega- men Shadi tut jaye to alimony kon dega- men Family ki responsibility kiski hai- men Achha kamai Nehi hogi to shadi Nehi hota kiske- men Firvi oppressed kon - women ..era hai kya..chutiya logic,Pessimistic,Criticism
8985,Behasi mat bano kyoki bohot purani kahabat hai jese to tesa,Neutral,None
2280,Aapki soch kitni achi h 😞😞😞😞 kash sabki aisi hoti,Neutral,None
8075,Yar uparwale ne agar humlogo ko larki k pet se paida nahi karwata...to socho aur kya haal hota in larkiyo ka...chi chi chi...ye hai cultural india...hai na..,Pessimistic,Criticism
7533,To tum unki ghaadi m kyu ghussi ja rhi ho,Neutral,None
737,Aap ki bat to sidhe Dil par lagi hai yadi ye aap ke shidhant hai to bahut acchi bat hai par hathi ke dant khane ke aur dikhane ke aur hote hai Bura mat maniega kyunki mere husband aise hi vichar bolate the parantu vah ek purush Pradhan vyakti the aur unke dikhane ki aur aur rakhne ke kuchh aur Siddhant the,Neutral,None
2094,Domestic violence in sabdo ka hamare hindu sanskriti me koi sthaan nahi hai ye sab western culture hai DISCLAIMER:- jyada jankari ke liye shrimad bhagwat geeta aur ramayan padhe,Pessimistic,Criticism
2689,Ha sahe bola bhai. Aur sala women ke liye kitna Sare kar bhe to rahe scholarship dete. Seat reserve rehete .,Pessimistic,Criticism
1741,Mujhe to aap jaisi ladkiya dunya mai chahiye Kiu ki humare yaha ki ladkiya aise gandi harkate karne wale ladko ko smart samjhti hai aur hum jaiso ko chomu jo ladka sirf sex ke liye piche pada ho jo ladka ladkiyo ko dhoka deta hai un fuck bois se ladkiya smart samjhti hai mere jaise ladke bas itrovert hote hai issi liye ladkiyo se baat nahi karte,Neutral,None
3678,Acid band hona chahiye..ispe ban lgna chahiyen..,Optimistic,Suggestion
10871,mujhe sab pta hain tum naughty bhi ho ☹️☹️🥺,Neutral,None
9861,Nahi ruki kiuki larkia v ajakl kam nhi he help mangne ke nam pe daketi murder robbery krte he,Pessimistic,Criticism
10172,ek number.... bus yahi sunna baki tha...!!!,Neutral,None
7950,"अगर हर मा ओर बाप अपने बेटे को ये सिख दे कि एक लड़की की इज़्ज़त करना सीखो,अगर वो तकलीफ में है तो उसे मदद करो। अरे अपनी नज़र अच्छी रखो आज तुम उसको घूर रहे हो ना..हो सकता है कहि ओर तुम्हारी माँ,बहन,बीवी को कोई घूर रहा होगा।",Optimistic,Suggestion
2433,UCC k bare me kya khayal hai,Neutral,None
11589,एक दिन मैं कॉलेज जा रहा था मैंने रास्ते मे लोगों की भीड़ देखी मैने सोचा कोई हादसा हो गया होगा लेकिन नजदीक जाकर देखा कि लड़की का दुपट्टा साईकल की चेन में आ गया था और लड़के दुपटटा निकलने के लिए खूब मेहनत कर रहे थे।,Optimistic,Appreciation
6670,Noida City UP ka hai Gurugram haryana ka Hai Delhi ka nahi hai utiye,Neutral,None
2543,"दोस्त समझदारी में तो कोई भी आगे निकल सकता है, यही तो इतनी देर से इस वीडियो में समझा रहे थे ये।",Neutral,None
5948,BJP k time me repay sb se niche chala gaya. BJP k time me woman kiya insaniyet hi khatre m h.,Neutral,None
10431,Proud you bro sab ka soch Agar aisa ho to desh mai crime ny hoga,Optimistic,None
2083,Bhari bus mein sirf kandha touch hone pr maja aa jaye vo insaan h kya 👏👏so true......👍👍,Neutral,None
5411,Baghat kidr gy in ki maa behan ka jab rape ho ga tab pta chla ga,Pessimistic,Criticism
8750,Kitna judgemental h re tu... Judge kyu nhi bnn jata😂😂😂,Neutral,None
2875,"dekh liye...tu hi sach bol raha hai...ja khush rah... wikipedia, world economic forum, indian express pr available reports aur v saari reports galat hai... tujhe pagal bnane ki jarurat hi nhi hai 😂",Neutral,None
3306,Jb me aapki phli vdo dekha tb se fan ho gya hu aapka 100% nispaksh aadmi👍👍🙏🙏,Neutral,None
8445,Kuch bhi mat bol bhyi hum bhi daru peete hai Noida mai reh kae par hum toh na karte ye sab,Neutral,None
944,Kya gudgudi bhi domestic violence maani jaati h?,Neutral,None
3793,Aap ladkiyo ke liye inspiration hai,Neutral,None
2746,"A p vidyasagar , nam suna he jinone widow marriage start kya tha, raja rammohan roy pata he jisne satipratha ka berodh kya tha",Neutral,None
6224,islamic rule aana chaiye india me tabi mahilaye safe hogi,Optimistic,Suggestion
7503,Ye jo unlike kr rhe hai is news ko... ye log kyun kr rhe hai... Mera ye manna hai jitne b rapist jails mei aish le rhe hai or jo baaki b hai.. unko bs ek hi punishment milni chahiy... unko sbke saamne jinda jlana chahiy... goli ka dard b thoda hoga... zinda jalana hi unki shi sza hogi,Optimistic,None
7212,Kaanoun change karne ke liye reporting karo,Neutral,None
6942,Haan bharuch ke log Acha hota Ha per Kuch Kuch jagha ki baat kar rhi hu.,Neutral,None
12328,Kahi kux bhi galat nhi dikha yar...kyu yar badnam kr rhe ho patna ko...TRP k liy....,Pessimistic,Criticism
8581,Itni raat me tum Kya kr rhi ho road pur. Tum khud hi chudwana chah rhi ho isi liye to raat me ghoom rhi ho. Reporter bani ho,Pessimistic,Offensive
7851,In reporters ki ki Suraksha ke liye kam se kam Ek ek gun hi de dete अगर इनके साथ कुछ हो जाता तो जय हरामि चैनल वाले क्या कर लेते,Pessimistic,Offensive
6344,Criminals ko vote deke jitaoge to aisa hi hoga,Pessimistic,Criticism
6460,सब बकवास है सब स्क्रिप्टेड है।,Neutral,None
11518,Murdar log the. Is liye chupchaap dekh rahe the.,Neutral,None
10206,bhai bas kanun ki kami hai jo bhi larakiyo ko galat kament karata hai use goli marna chahiye cyo na mera bhai hi hai,Optimistic,Suggestion
4733,Modi demonization ka apology nahi mang raha aur tu is baat ka maang raha hai 🤣 I support you bro,Neutral,None
2099,Ek taraf ye hai aur ek taraf kuch mard hai jo feminists ko gali dete hai unse sacchai bardasht nahi hoti aur aise mard aurto ko age jate nahi dekh sakte,Pessimistic,Criticism
29,Ap mostly hindu ko hi q direct kar rahe ho .. i understand ki ap apni thinking rakhte ho but duniya m bhut kuch ho ragha hai har waqt hindu .. hindu kyun,Pessimistic,Criticism
2107,AAPKE JAISE THOUGHTS AGAR SAB RAKHE TOH DUNIYA KI HAR LADKI KHUSH RAHEGI JOKI BHOT ACHA HAI 💕💕,Optimistic,None
305,no delhi is overpopulated because of lot of migration har 4 mein se ek bihari nikalta hai,Neutral,None
11132,Gyan mt batiye apne desh ko dekh lijiye,Neutral,None
6724,Bro it's to difficult for girls yar and sach btau yar Mai haryana se hu aur kamp rhi hu Delhi se ab,Neutral,None
5844,Adithya Chintu bro rapist bhi agr educated hoga to wo nhi krega.... Nd baaki aas paas k log bhi educated ho k mhol aisa bn jaata h ki justice comes to forefront...,Optimistic,Suggestion
9936,Thik se camera supana bhi nahi ata hai to kya khupiya news milega apko,Neutral,None
4746,My Duniya Rapist ka koi Relegion nhi hota. Crime and Corruption Ka Relegion se koi lena dena nhi hai. Stop Polarising. Aisa kar k aap sensible youth k beech me credibility kho denge.,Neutral,None
8670,"Bas yahi ek reason hai jab "" Proud to be Indian "" bolne me sharam ata hain 😐",Neutral,None
3628,jis Logo ne Dislike keya un logo ko me Duneya ka sab se bada Bekar Gandu insaan Manta hu. Ap ka FACe Bhut Acha hai sIs gbu wMk,Neutral,None
127,"well, ek language ko samajhna aur bolna dino alag alag chiz hai so agar woh eng mei baat kar rahe hai iska matlab yeh nahi ki woh dikhawa kar rahe hai ya Hindi ki insult kar rahe hai",Neutral,None
2977,o didi... Dahej word he arabic hai. .Hmare wha stri dhan hota hai... Tha... Jo pita apni jhusi se apni beti ko deta h... Ab ye dahej dahej krk isk lobhi badh gaye hain..To ab isko hindu origin mt bolo..Hmaare wha stri dhan hota hai jo ek baap apni khusi se deta hai!!..,Neutral,None
6148,बच्चो जैसा लढना छोडो. सच का साथ देते हुए समाज का 50% हिस्सा है महिला वर्ग उनके जीवन मे positive क्या बदलाव लाया सकता है यह सोचो.,Optimistic,None
4016,"Kuch Nahi hoga , Just Tell Them.",Neutral,None
7237,eep quiet kya Navi Mumbai mei? Just puch rhi hu?,Neutral,None
11821,Aise bol kar aap kisi Ko galat nahin banai aise aise kam kar ke ladke ko Badnaam karna chahte ho aap kya jaruri hai aapko vahan per khada hone kaladki hai apna Ghar mein rahi hai na ladka aur ladki mein kyon barabari ka tulna kyon karteab kahega ki ladki Jo kaam karta hai vah bhi ladka karta aisi baat hai to kyon Na ladki ladka ko Apne gaon shaadi,Neutral,None
8353,me to nehi sorunga pura katke besunga kilo 2 rs me un kutto ki las free me sunga kutto ko lawra logo ki las,Pessimistic,Offensive
188,Akhir kar kiu vo ladki nhi ja sakti hai us bas ke andar jaha 3 ladke baithe hue hai mai toh janna chahti hu.. Kya agar ladkio ko kahi par bhi jana ho to kya ab vo public transport ka use bhi nahi kar sakti hai and vo bhi iss bajah se quki vaha par ladke baithe hoye hai akhir har bat par ladkiyon ko hi kiu kosa jata hai.. Sharm iss bat par bhi hai ki un ladkio ko baki sari ladkiya hi kosti hai jiss situation me unhein unka support chahiye..,Neutral,None
3072,achna Mishra ladki konsa sare paise kma kr ldke ke hath me de deti he. Arre drame krke ladkiyo ko jyada mahaan mt bna smjhi,Pessimistic,Criticism
5385,Tu jaha se ye data lata hai uske source description me de diya kr....Fir pata chl jayega tu kitna sahi bolta hai,Neutral,None
1892,Huge respect man! Ladkiyo ka man ka baat bol diya!!!,Neutral,None
3750,"M** ch** majnu ka main part hi kaat do naa rhyega hatiyar naa jagega majnu gri ,log ye nahi sochte acid attack ke baad jo pain n woh insaan ka kya hoga saala pgl insaan sub smajhta hi nahi",Pessimistic,Offensive
5792,(1)Education- 2 din pahle hi UGC khatam n higher education mahangi ho gai (2) Empowerment-Uske liye Anti Romio bana hai Behan betiyon ki pitaayi k liye (3)Enforcement-Wo to U.p. me yogi g dwara Rape case me fanse Apne mantriyon k case wapis le ke fully kanoon lagu hai😀👍,Pessimistic,Criticism
1443,"Nahi bhai hamare gaon pai nahi hota hai, jadda",Optimistic,Appreciation
10113,Shayad unke ghar mei Maa Bhen nai hai,Neutral,None
3478,May bs itna he kahugi k ap bht ziada brave girl ho end apne aj bht acha msg dia h may pakistan say sunri hu and i love you Allah pak apki har mushkil asan kray love you so much,Neutral,None
1370,Faaltu ki baat h ye sab,Neutral,None
7590,😡😡😡😡😡😡😡inki maa bhne ni hoti kya,Neutral,None
12563,"Abe bhokali band kar tere dilli se safe hai apna patna , pyare logon ka seher hai patna, Raat me road pe khadi rahegi to madad k liye puchenge hi kyunki hum log beti padhana v jaante hai aur beti bachana bhi. Chahe wo hmari ho ya kisi aur ki Koi hi-fi ghar ki ho ya garib ghar ki .",Pessimistic,Offensive
7643,"Delhi , North India se jyada maharsahtra safe he...",Pessimistic,Criticism
1004,Hamari socity consitution nahi chalthi balki manusmriti sa chal rhe ha sir,Pessimistic,Criticism
3740,Log hote hi hai bolane ke liye ☺️,Neutral,None
12380,Are sabhi to help Karne ke ly aaye the.jay Bihar Jay Bharat,Optimistic,None
1996,Sachh me ye india tabhi successful hoga jab ladka aur ladki ko equal rights milenge...aur sirf kehne ya qanoon lagu krne k liye nahi balke sachh me equal rights milein to,Optimistic,Suggestion
3718,Aap bhot himmt wali ho diiiiiii❤❤❤❤❤😘😘😘💖💖💖💖💖💖💖👌👌👌,Neutral,None
2062,equality nahi h india me education sab ko equal mana chahiye kyo ki sabak alag soch aur ek aj esa soch bann gaya h ki alag alag chizo ko haso maro kuch bhi karo india is strong externally but internally its not 90% internal indian power is wrong think aur physically because of our policies and system ese toh internal me strong h lekin system me nahi,Pessimistic,Criticism
